StudentID,Sem1Percentage,Sem2Percentage,Sem3Percentage,Sem4Percentage,Sem1Attendance,Sem2Attendance,Sem3Attendance,Sem4Attendance,Internship
264,75.91648262,72.76100745,72.16900072,50.90620205,98.99040325,60.01606176,60.87946088,85.33133929,Yes
265,93.8686536,50.581027,80.35447894,89.63790568,93.70152918,92.23564677,92.67511944,92.42882692,No
266,87.03843089,53.62234439,81.56537765,53.45229532,80.03506424,63.16998425,60.55796075,61.79005736,No
267,84.85078705,69.62467782,79.58485812,73.71275105,99.256857,67.6595846,86.28475356,71.85762899,Yes
268,85.1242042,73.99694174,85.13168865,78.03391475,63.89506916,75.44945581,74.60375681,71.20536475,No
269,67.97455756,80.00102741,61.87167342,81.42132283,72.12263045,79.39434959,84.45979411,65.84067622,No
270,64.67959221,64.58312894,75.61818888,84.43158147,85.5289766,74.19980463,87.84125628,71.56713015,Yes
271,90.46805777,84.74909431,55.21124014,62.66361918,74.00027474,72.8284866,73.69900877,72.39061257,No
272,90.50566973,93.00611986,69.22556638,50.49893883,97.13490208,98.55664048,64.31849792,80.87537848,Yes
273,93.35361593,88.99254944,74.38335343,86.17218312,62.62504353,85.66318725,62.78583471,86.54817916,No
274,95.66202763,51.98094127,82.61121298,76.78282997,81.97647328,60.93731821,83.5574409,75.24402054,No
275,75.56711994,74.02534736,97.52655263,91.80588516,83.6346507,77.20703634,80.82621415,88.77880925,No
276,75.07581473,55.24650892,80.03255333,91.06941815,86.10912495,95.00034799,89.68804036,73.44661354,No
277,89.91475895,62.10225079,87.17969581,92.16630839,70.22664893,72.05824746,80.3894204,71.61134709,No
278,82.49819654,99.33312966,75.31330297,74.254733,74.5826571,63.78225379,76.8978316,81.64752223,No
279,85.09834386,57.12477715,81.70520157,66.68141979,93.74722119,90.33539086,75.92348713,60.94865441,No
280,89.78963347,74.94440767,53.54661081,89.57791013,67.79771076,84.24055328,61.0578761,63.19156495,No
281,94.50026709,80.90778672,62.71957904,72.56470565,93.07471389,82.81250031,73.42228807,76.71878174,No
282,66.89975784,85.12324853,68.09265466,59.17210982,82.50621692,62.14306238,99.0408063,97.71650846,No
283,68.77914763,77.98243417,73.62466775,92.74870098,90.48750045,65.61996039,94.94222305,88.86047119,Yes
284,54.69909699,50.48854237,52.28243728,94.12799384,88.54429465,84.90197585,73.17512268,63.52506278,No
285,78.91400705,66.32306541,57.00120488,73.31548781,68.30045982,68.31295366,83.5118162,93.85272051,Yes
286,51.79711369,75.88558217,63.84071539,53.78498637,82.75250946,80.16280319,93.89186982,89.29203082,No
287,73.27990091,54.39332496,98.57663455,69.3913045,94.70892611,81.79526744,77.65097347,84.43786103,No
288,77.13223174,67.53134656,66.56735036,90.17688297,77.28464947,71.34028761,60.71831455,92.81171842,Yes
289,64.32706261,51.66015544,74.10205291,95.08870143,98.66363081,97.93700622,62.98041847,76.16439391,Yes
290,79.54166303,53.92892486,59.80488564,60.17363712,78.088604,93.69856427,80.41570885,68.86004203,Yes
291,51.5250125,69.84616381,80.53900355,53.3486806,65.71142547,88.89494031,98.77757503,80.48093556,No
292,51.86740944,56.6357877,64.03416078,93.86752266,75.5773872,63.11975466,87.72838169,81.95367022,No
293,91.13002803,78.37704241,60.34962892,69.47024695,98.06809626,64.24520077,62.83664766,81.53305488,No
294,68.00953207,84.47324846,75.82863142,77.08804821,72.78883397,79.71125383,67.57443503,82.60295166,No
295,56.35302563,90.02933496,50.27528996,98.4032906,94.72392639,66.42853397,90.85292573,97.94819673,Yes
296,76.112163,60.00751221,50.38320163,53.3282364,95.25002727,99.13061854,93.6575904,96.08982492,No
297,88.49967765,58.37412911,60.95344046,82.41590037,74.00746097,66.34080936,84.70778345,95.02868146,No
298,60.79105137,55.22839202,51.83606813,53.70527113,63.33030632,79.49871342,85.77692679,92.05667244,No
299,81.14452379,81.82151248,55.40128771,68.77344642,88.98231637,74.56484227,61.13349802,97.73712429,Yes
300,54.26737325,85.32378632,66.94303247,90.19072726,72.46049196,85.57545686,93.14121038,63.93978567,No
301,52.58408606,51.57930724,90.12928398,71.67361164,91.31694457,65.16145636,91.53100833,70.60493046,No
302,76.56773158,96.81061231,78.60243217,99.8591177,77.70619393,77.21265712,70.36140576,79.80223783,No
303,77.03175608,52.59856418,75.6333863,77.95296425,79.41066969,70.98820131,88.3470688,93.86137972,No
304,81.87149507,77.06481677,64.67444116,66.05810763,91.11637627,95.51006099,68.59418426,80.20662846,No
305,86.30456669,85.45302597,96.58768597,61.0055663,75.29453324,61.62342849,61.61320644,89.92138957,No
306,98.79260397,93.54845619,69.85075206,67.52602671,77.72509381,96.54909976,68.0454617,65.55839621,Yes
307,75.81501742,85.70434661,54.35463834,68.62666369,75.04761875,93.31976554,67.14515507,70.09655252,No
308,66.14782365,90.08640415,80.85332581,53.43568389,74.69362061,71.90282866,73.50991987,89.2710438,No
309,89.75930974,66.97250963,55.69191967,68.47870997,81.03786308,91.57162619,76.73797989,66.58936036,Yes
310,63.54161256,90.74125569,67.26115714,73.21192599,92.35197778,61.24854241,80.34155566,74.05423739,No
311,71.94857104,54.00574232,75.37059694,86.13688761,74.47073248,98.67462201,79.07015502,70.59465031,No
312,53.92281907,94.7408328,93.71112623,82.83647424,80.97018882,81.0637977,70.82698424,73.99446777,No
313,51.26753717,77.37961881,74.67732902,85.43828276,86.82909302,72.13124104,61.16682674,88.33296196,No
314,98.13242073,90.8648885,85.1129383,50.41818409,70.77757785,74.5033285,84.20406489,74.71388725,No
315,91.79900603,72.61591423,99.64084195,60.88336998,71.1009122,62.65621414,75.82979319,82.2105329,No
316,84.7987103,82.17888476,56.57445599,83.08421442,97.33652508,99.57398056,71.9468863,63.99727508,Yes
317,70.44764722,76.32013305,63.73657628,74.19946841,88.94138293,61.57167781,94.67764171,92.20070773,No
318,58.664716,86.57947609,69.72880378,50.26567378,83.08746705,86.19628493,89.86973231,74.79554503,Yes
319,57.82185213,54.0814991,71.09140893,90.22473212,85.90880218,77.70943711,94.31062193,85.94136636,Yes
320,62.51214491,53.0176042,70.55105376,88.64047866,61.17197772,97.95664873,79.79931179,89.01558407,No
321,77.46133324,62.3551617,95.38055013,77.42095815,84.72411862,69.83998961,65.23725009,68.38643688,No
322,85.72979614,57.97723401,85.70163222,53.32316629,80.38035493,81.28347296,87.84885744,95.3869994,No
323,83.00986884,93.58917833,80.3952607,88.32575248,81.82998719,79.29424834,68.2429512,84.64897006,Yes
324,63.99669485,60.96069937,65.46863589,79.18567939,74.37695307,88.11465776,77.64918676,77.14900567,No
325,97.74326403,98.79326279,91.18951921,89.09799886,63.25895591,62.72040928,62.60003156,67.29340734,Yes
326,86.89484583,66.84478959,97.75302557,87.58734962,67.73356934,67.7515652,93.0123361,97.69203752,No
327,77.71770263,59.10589578,91.05991413,90.1501036,98.02978853,68.5825928,65.03762564,90.20272817,No
328,80.58603731,89.48492536,50.07825526,75.90040332,76.34798249,89.52603019,96.12390028,68.32098251,Yes
329,70.98000312,82.93538878,81.82006851,57.01622591,78.66732623,67.56554785,94.56922409,73.50843099,No
330,62.38654948,74.90978582,52.55676907,83.55787367,62.10839159,82.93967056,78.58331058,92.38697032,Yes
331,67.79863393,77.76817755,62.88036102,81.02368925,61.50264918,68.60975282,89.77472817,87.82710653,No
332,87.89230552,85.96008891,52.97623502,87.11265936,88.68725788,94.464998,84.77780295,90.63137171,No
333,50.71967443,61.42273707,80.18977265,58.4940503,81.52378656,97.68741818,92.12302569,77.64804409,No
334,55.80363203,99.8166958,84.32949567,59.74876,80.34823937,80.739719,77.27220403,88.65905051,No
335,52.3001321,98.73965811,55.7243819,94.52047586,69.72498122,74.09235537,91.43233937,75.45974891,No
336,52.03644012,82.51628432,69.19194415,87.49888992,89.79002927,69.362311,78.49827268,68.45051668,Yes
337,92.7730292,59.97712255,72.81182545,95.41142444,66.72946316,61.99124006,97.63863151,85.30708139,Yes
338,85.18289297,84.01141212,68.45265109,87.93576606,67.59738975,70.74000305,79.45488403,99.04055702,No
339,73.70869145,53.60992045,56.05125002,79.8577653,78.42848685,86.1694312,78.50477088,72.42403886,No
340,54.89170803,51.53262511,70.94738951,82.70663685,71.45119448,81.34467725,91.40287446,78.43878369,Yes
341,74.58079376,62.88414443,87.55890239,94.4563962,69.89851925,97.76165113,92.86310767,86.96005484,No
342,73.67358854,73.13114784,53.55038323,78.94033773,85.80950578,75.8510905,82.17956457,81.66025128,No
343,58.6600935,93.41362527,54.0090007,81.61956622,86.03886981,87.75453369,67.19191254,93.73711183,No
344,71.69258246,86.35845349,67.73856459,57.8238358,92.98068279,79.5729099,78.71032924,90.46970826,No
345,69.92523672,87.13532606,97.08628558,73.69606101,76.70834268,80.50304864,98.72290012,62.33188815,No
346,80.7925049,71.27466672,83.42863234,85.8198556,62.92340364,70.71097258,90.11944772,99.93684936,No
347,81.75468254,67.29674963,83.93349783,63.54713492,70.9466554,78.19803107,92.44650416,90.09609815,Yes
348,52.26520049,68.55193815,68.09599954,60.11270903,99.20021853,78.83139988,61.31301995,94.55613265,No
349,68.73063073,99.38247819,79.68303956,65.69134041,83.85034301,88.26570087,78.71437851,86.04790848,Yes
350,81.29299579,52.00545957,50.5065592,62.0750314,88.38948339,97.62559997,85.86484535,94.25140512,Yes
351,75.15681293,93.35157481,81.80480232,60.74563185,60.29431319,73.1728511,93.20130735,64.495319,No
352,92.82449206,78.93377043,95.66434738,71.24254214,80.72822929,61.68801874,61.97094614,73.90951342,No
353,82.93468158,71.93077096,80.62867342,95.39192569,61.5011463,79.85180502,94.09755543,95.05683774,Yes
354,58.14672135,86.26288302,93.68492967,75.35298234,82.76920848,81.77845329,81.93603747,68.06620845,No
355,53.52843737,74.33344707,86.19865277,59.39601904,96.83083399,66.73762205,67.89255882,63.12968394,No
356,82.12096391,93.6711619,56.02792082,53.84858347,98.73676522,90.41858425,72.69020866,91.5247576,Yes
357,51.32556553,95.0350932,95.12266536,84.80780726,81.62210702,99.39716434,71.27718207,93.41944623,No
358,79.28877906,71.08604634,53.32219222,69.13993822,78.32819221,97.83098868,81.23436137,66.50608873,No
359,97.01151207,63.84138986,76.69837363,91.09154733,97.80068377,67.88424155,62.0674272,94.17383931,Yes
360,78.77370889,79.61751643,57.10685619,82.97553843,86.94439328,95.0145296,66.34144634,87.47071182,No
361,69.40849631,95.61816728,50.58533054,89.81207253,62.59597118,88.17974546,92.50772174,80.80330733,No
362,82.16441092,60.53310945,71.10171301,63.59730197,78.62902311,78.15386255,65.30415963,93.21000771,No
363,72.91264452,81.14832918,64.75203538,84.61794612,69.60980074,81.62443977,69.33585078,76.76996997,No
364,77.28083947,81.578011,74.30002469,63.20309923,78.79217286,93.984007,78.13482422,67.75975825,Yes
365,97.07324044,86.65565112,78.85999434,96.95342397,78.21862288,79.20539759,80.68483552,71.39410706,No
366,69.30513189,56.57838426,52.18695362,81.81871408,83.28579211,74.92829476,90.54441918,80.20656073,Yes
367,98.05952819,85.79124823,56.15016476,66.22559001,74.27081961,79.72989972,77.89329707,81.25323171,No
368,95.2675321,95.45162603,77.93211982,63.47559311,66.57081798,83.16519216,91.59458484,92.22323306,No
369,59.78955674,58.98415544,67.15836766,59.54632925,80.14877738,67.56310615,84.73385228,91.65410895,Yes
370,53.46806504,61.87716625,86.45867438,84.73204794,93.20811537,96.03630921,64.52398958,83.25466229,No
371,55.03890007,98.5697547,82.61458243,60.93578065,86.56048912,86.96747795,66.25325754,91.23141933,Yes
372,50.91109128,59.04884764,92.28021815,79.7651633,73.53471464,85.33075669,77.48134902,67.67093833,No
373,54.72214804,92.71925467,84.62464133,63.23175135,97.42092091,63.97984905,75.87557572,62.00258108,No
374,84.15033867,74.61389282,71.49655387,83.09844724,96.48830285,84.16695753,89.74177079,94.94535291,Yes
375,53.55943242,62.36155372,83.64833112,90.74698643,68.37393598,64.83842649,83.22948559,63.02217975,No
376,65.94878151,93.53749506,63.76905871,88.90126216,61.5767034,63.14790701,75.52532324,69.86753719,No
377,92.24376555,72.26526275,65.31567494,88.04256655,89.65234833,81.09243583,66.83041134,87.81275798,Yes
378,51.16359679,75.7408677,89.449258,59.38612028,93.10441045,76.11142136,69.07348409,76.37791751,No
379,90.72342413,67.96166847,72.32097582,54.41924735,98.71458264,83.55241081,83.02004074,95.0525588,No
380,64.09273874,79.64754257,89.91901703,84.94744142,95.59345576,63.56888672,76.9375522,71.91919179,No
381,55.90824138,58.17619363,91.12111868,68.41736069,84.02139073,77.23932251,80.59710035,60.47485387,No
382,84.83685827,69.55407683,92.87811688,71.61731132,81.20209357,66.9914686,66.82709741,72.02622562,No
383,81.44714234,98.47061612,95.83176179,51.55745464,61.11364205,99.48400344,86.51625009,83.12300197,No
384,93.87360068,62.90667164,71.54926103,62.97882246,69.86625787,82.4460085,94.10154963,75.03753502,No
385,86.75355219,82.83683323,65.94334092,51.68382019,78.38459007,87.49747444,70.31758027,81.39491023,No
386,90.17404652,66.25950321,79.10993733,93.95928863,85.140156,73.01673123,79.66056903,95.06392475,Yes
387,64.10172863,88.67365628,68.55862117,62.16983416,82.29007333,63.78955659,99.02109316,96.49940217,No
388,58.87197719,56.54368304,80.05370834,77.86685848,89.70543959,99.03483451,73.32966962,70.63896259,No
389,87.53073758,98.49105225,85.27929313,51.94896603,71.19067724,71.45036142,83.8018538,78.48561893,No
390,90.34173696,72.68947707,84.42025092,83.34236957,82.59810431,76.95232741,63.60782801,81.96576061,Yes
391,99.5252571,61.80252317,68.72764435,66.15136729,63.52568974,85.99455687,84.2406001,97.96449828,No
392,70.63088385,53.67483737,58.34301008,94.89595935,76.54662094,60.98789191,63.58527093,99.94469277,No
393,68.60090429,58.48789525,71.52646692,94.40590945,90.00643332,92.41036522,98.36941741,69.41628995,No
394,88.82064804,75.98869743,57.1297072,66.26453092,87.73603414,81.4631276,88.62650608,89.07919485,No
395,67.04017701,66.85015882,94.50485176,95.04804478,99.62570949,71.12868748,91.52639153,75.12124249,No
396,96.53786628,91.44416829,67.29387304,99.80788367,71.11564504,62.46431941,88.16417443,60.32432788,No
397,92.92063759,71.54437618,57.72298736,91.27078321,79.92757197,66.49993662,83.58916144,60.3701009,No
398,71.44970137,62.43571363,51.272388,92.24356739,73.18121655,95.80135435,77.99651124,78.4226403,Yes
399,87.54355339,80.85724933,82.29111931,62.45043681,77.62412456,87.44096896,94.33493519,79.53339652,No
400,87.7271437,85.33886084,81.84511587,78.83511994,94.27800519,69.99606887,98.2734267,60.90278786,Yes
401,55.15619344,58.3520954,67.03020833,53.3627957,87.36836301,62.6240306,79.96144692,87.47709667,No
402,95.12764533,58.38096081,53.58559444,54.74589684,95.29764765,87.6246125,97.26140197,71.76013554,No
403,75.26261862,51.83357135,70.48144474,99.9446306,68.14044433,82.89630904,83.3333164,82.39572406,No
404,91.32287331,86.82010075,65.56087475,66.33196247,94.93444471,76.18078098,81.53536748,72.03676293,Yes
405,66.00248005,83.19022638,83.85603199,87.4091956,62.39049097,74.54445797,78.17930932,66.68537259,No
406,94.77616142,73.73154379,80.28896247,90.33325265,95.54397122,68.67257104,68.37151046,76.28694954,Yes
407,69.46008394,92.20852245,68.22968641,92.90116355,73.16295118,86.78445026,60.14878643,69.29093459,Yes
408,50.54188257,90.28350765,60.89462771,99.88141487,72.58350534,98.82672111,69.66024907,81.39203908,Yes
409,95.26909882,79.26771822,99.40179831,62.07482426,80.48354307,67.02860983,80.38892686,67.95314121,No
410,54.56433384,93.41356403,72.70008106,52.01754134,97.62760751,83.8846648,75.19839809,80.33623907,No
411,65.96568188,60.2920605,84.41371179,70.5595759,61.91125459,76.96740223,77.93940912,66.29514059,No
412,97.50309835,55.59598097,57.02764838,56.50403349,74.089239,77.86754887,99.22592878,86.83898838,No
413,97.53035735,63.48748058,74.27948498,51.12129446,94.26287955,70.16589121,74.01089483,90.15750738,Yes
414,78.67189441,52.8543428,51.37683599,68.02134136,75.8421791,93.00539503,78.08731757,64.41576937,No
415,81.59186061,76.5584764,75.2727559,89.18691255,67.9662759,79.41022417,65.34062205,78.71209648,Yes
416,72.4222761,96.83028461,98.20087036,78.30903456,76.99176725,81.73623409,61.9183093,62.83486803,Yes
417,64.66053858,51.96717703,69.21033565,65.63889946,75.42210006,72.19043651,91.01638058,83.92729782,Yes
418,66.43322727,56.1054957,51.94980063,82.71710027,96.61664806,67.27233863,82.827327,70.57617192,No
419,83.6259228,72.60995141,51.54778955,61.60090902,90.47737503,63.43641553,90.42819224,81.10497827,No
420,87.61872647,96.69375088,69.399338,50.7190723,80.20462223,88.56476564,65.99451196,80.69844038,No
421,89.57895219,65.80780525,58.00124682,88.21766932,99.53482267,67.84937127,82.87315085,96.97417385,No
422,89.48090714,75.36174043,51.16760482,81.18715424,78.61110125,87.60301417,70.14569897,81.9633289,No
423,54.56030515,52.07864295,87.8106807,88.11513123,62.32951323,75.61505784,69.12247268,83.31993919,Yes
424,74.72101524,57.41716005,72.92615044,51.94690083,70.49097287,76.63099204,60.46104056,76.06612503,No
425,52.877938,99.33150615,64.4622386,91.85598139,77.44281921,78.76709984,65.21362894,97.96318413,No
426,77.47644412,98.25593482,95.00415915,80.97631,66.27610497,74.70834033,72.37072446,91.08743638,No
427,72.07652507,50.24699905,55.80694801,78.16976754,97.90260505,64.02479909,64.67515042,71.41621161,No
428,94.38520914,97.59058927,97.79594145,81.23070241,90.67395591,72.3852724,99.43433762,93.76838343,No
429,67.54575063,81.95599689,65.69833587,93.22166234,70.73148802,86.54937443,72.34530594,77.29585441,Yes
430,55.85335082,93.39591473,94.42018362,79.34682533,83.63218134,86.63137606,65.21295787,93.14668574,No
431,57.1495841,72.73699278,80.14714382,79.04751899,88.85796628,71.44897229,67.96329251,92.91552273,No
432,88.07553159,75.77980143,91.33536799,99.53395785,97.65115716,78.40410506,83.50812913,67.55480747,Yes
433,80.91090317,74.44232901,99.20065816,87.83650835,95.26541397,67.73788912,62.56174095,88.04564526,No
434,55.05613381,83.34321288,64.42027189,72.11469027,80.60768905,68.41488326,94.49736521,71.62571877,No
435,54.20534031,56.98256274,98.05677427,85.36985,90.98610479,60.92188354,98.45998717,71.8997068,Yes
436,85.04845657,51.49867949,69.47409475,69.46152358,82.48579015,95.869862,69.86989683,71.85392308,No
437,53.63815032,65.39649708,69.27559524,61.44377312,82.1081556,68.4282666,78.00381074,89.0227299,No
438,91.09300296,85.23403814,67.01935521,79.84259384,64.58967833,69.10135508,60.88537804,69.19304167,No
439,85.31211136,60.09267261,77.07038037,96.40910491,65.04550632,71.18405731,85.62840899,60.03623341,Yes
440,54.06743903,83.67162167,57.70725216,96.456976,81.1813446,65.09632287,76.55704232,88.60947414,Yes
441,54.2418857,98.49560231,77.68557427,67.09526391,70.7544618,85.57051533,70.80233864,66.84738975,No
442,99.33197893,54.69503579,77.08524062,76.38387331,60.8414761,63.00571813,68.27348442,64.17929581,No
443,68.71353979,83.63010591,88.09509063,60.58179493,88.91356816,65.36809705,86.16092311,69.50064482,No
444,68.53210735,72.18751097,91.6824981,99.78155547,61.29946387,85.79026906,76.64868124,75.19602089,Yes
445,90.63997836,93.40711272,72.02206752,99.05589539,83.81107364,73.58642482,67.18637156,79.0362531,Yes
446,97.36242887,58.85748947,65.11666247,82.47544649,81.56775177,88.31791307,87.56436326,61.78280163,Yes
447,99.30005319,84.63129761,62.96674487,90.22070298,98.75258762,82.29698979,82.60289132,98.82293331,No
448,87.66890926,91.90576448,59.73119184,85.75500806,79.36852557,70.24084692,94.3468822,88.64252214,No
449,68.81297928,97.23071097,52.88237911,79.65791095,62.54405746,86.03311802,64.69903596,72.92776261,No
450,54.17503583,84.16240141,67.12239894,52.66739985,82.06751871,64.65094721,91.42666408,72.74789029,No
451,88.8573458,74.8587382,63.51238461,72.73821713,93.64384682,81.45641532,86.94067147,77.94170197,No
452,77.92021249,80.89236201,98.32086929,83.73931511,99.87397137,77.4859242,64.60043747,85.04979291,No
453,71.21110046,93.44524922,77.88544131,83.87658069,77.21372695,70.71494331,87.79282919,65.85492266,Yes
454,95.31771925,78.53048733,67.36385195,68.65613092,72.8119497,84.16019991,77.66189156,67.55719255,No
455,55.55987412,51.51935298,79.02338005,97.08459933,96.26613188,94.85334369,97.79939142,94.37738331,No
456,74.63125521,96.54743478,56.95983507,58.36785161,67.64968516,99.95618799,65.66445402,70.25019696,Yes
457,50.56768224,84.47633755,72.20218746,75.01797231,84.6171566,84.31051075,85.71333563,75.20779992,Yes
458,73.4330321,83.82566929,81.31171607,84.54419883,76.22857697,76.18823497,75.27920182,94.85087404,No
459,52.81516378,60.78375762,74.44489159,84.85679029,61.6432946,69.00828401,98.27258682,86.52591318,No
460,55.94089581,82.94427351,70.08894003,82.43194784,73.89153897,70.28384358,73.19899581,73.66847517,Yes
461,55.87631234,69.69322028,99.69241944,63.76441067,70.6091409,79.17819913,98.48743638,87.34798183,Yes
462,82.46051511,82.56164885,94.01573811,57.81032843,87.44364616,74.69110805,96.05943404,60.78732862,No
463,87.30224396,55.32965152,81.17029791,81.79701634,97.95161991,96.5525809,70.81532941,89.4257064,No
464,79.16843825,82.89226523,78.46886806,79.96510581,70.7218875,74.73181871,92.14167107,79.48064162,No
465,98.10862742,99.97068629,81.03302399,58.96780051,92.45863757,74.93778365,99.82416807,92.52728589,Yes
466,68.74352898,52.41060194,60.06560539,85.25695728,62.21439268,75.3413805,70.10652009,98.18550608,Yes
467,64.28560431,98.85870921,69.75688716,72.75859959,81.5248404,93.46480841,77.47108677,97.03154198,Yes
468,93.42995641,70.34539804,51.97297664,83.38802958,62.82200255,86.03153283,80.80722946,96.37060174,Yes
469,61.17979193,93.53767252,73.77730187,91.86835399,97.36131965,84.56675401,71.79724543,80.48679824,No
470,98.16112697,89.1192742,77.1512292,58.48642143,90.65405122,73.3657209,60.61059359,74.40568457,No
471,50.60772373,78.35081305,61.38748681,50.9572434,86.31799645,92.71616707,68.80516977,78.60141299,No
472,98.49394134,86.92246046,98.20144236,88.95512932,92.95585526,61.53455445,71.27747537,87.59584013,No
473,52.1579956,93.92577807,95.47273055,80.48487126,85.90079182,94.83188689,77.74398805,95.35991107,Yes
474,94.55715568,70.20701608,86.10716177,84.98197848,98.75777589,80.50999599,66.84409914,68.27945212,No
475,76.38505545,66.35165808,76.66933144,91.90774875,88.55831791,75.93000939,94.93017427,96.72772634,No
476,99.64823981,83.37966928,93.49845798,90.14054674,96.98634438,79.88669123,88.19644531,92.60720928,No
477,53.68982824,90.3922971,56.53261719,98.04600735,80.68527568,86.69662122,63.4080191,99.15424061,Yes
478,77.69271422,88.11425674,89.52548971,76.79675394,64.68257652,60.51061706,86.00369805,95.21007093,No
479,98.46512678,89.89068244,56.2410407,74.42478163,81.12710886,94.86207426,86.14625906,71.19749319,Yes
480,76.15489221,71.77916574,89.71053313,70.09435999,65.07491312,77.86958101,98.24884695,64.23823645,Yes
481,81.46993191,90.89171081,63.78837841,57.68455214,83.69973917,73.71866079,60.12083485,64.48964288,No
482,84.78743445,56.01045277,93.85452905,78.63036164,79.29972242,65.52982263,69.91729799,71.64893274,No
483,72.72705324,77.2244549,97.20210469,63.85062622,84.90301591,77.57861497,97.11165918,84.56734896,Yes
484,81.377904,50.28793302,57.43979847,96.06537561,60.40187924,79.85291085,97.28535662,92.17281304,Yes
485,79.2157156,66.2292915,73.13378025,79.15954021,67.79361967,76.14586778,88.82345677,95.97001228,No
486,95.05790052,68.32307674,99.04936891,79.64200903,79.65321728,87.14640375,90.63053284,84.95013537,Yes
487,52.27231902,69.80863458,74.1703718,67.74623304,98.02014246,76.83586115,63.65931832,60.22525251,No
488,64.04815948,84.77336033,93.17737613,52.5994676,75.34436161,98.45670311,80.55503339,67.45267106,Yes
489,97.5205742,69.42790506,79.43657611,51.58718827,76.97488104,83.97110071,69.26331965,63.98904815,Yes
490,94.51318919,72.43468113,68.7664954,71.16675721,88.58784356,92.29911743,67.24872174,74.53297902,No
491,72.78283764,61.87720654,64.28917778,54.2282689,84.15171029,64.37423612,92.41213196,80.05403975,No
492,81.00662989,68.66258958,60.16115455,80.34234778,71.957046,75.89165172,65.40152547,61.73588714,Yes
493,63.86905915,61.36348136,88.08990957,94.04865028,76.43265582,73.47390806,78.74606548,73.93911903,No
494,59.40605799,53.65979619,69.32702534,94.14574083,68.70799195,82.77929553,97.54312958,67.16718699,Yes
495,73.18492025,80.17242967,75.56377311,82.95227051,98.64085837,94.4445408,67.43328222,85.88280665,Yes
496,67.6676114,83.41063993,74.616274,60.56159157,65.22537526,63.13352871,99.11973695,78.57089477,No
497,79.18280559,80.9745173,78.86395146,93.14984157,74.87347138,62.90299192,99.77151943,79.81270588,No
498,53.88673185,73.17470219,93.27885728,94.30467177,61.03355889,94.01270833,82.22468619,77.10767152,No
499,98.71974038,68.98928901,99.03696718,59.83267925,68.87117968,68.51400344,66.80570961,98.24078842,No
500,99.31053722,93.16668248,70.37921043,86.87130429,91.21884554,86.75013018,72.64419552,68.589405,No
501,84.9080857,75.95408926,91.37594611,64.32597745,68.04700929,81.71512529,76.97971331,80.66657039,No
502,76.80481832,73.95909388,88.22638973,90.13201562,63.2025361,93.3157438,72.37296897,89.44069473,Yes
503,65.47638081,51.28210329,78.67644757,99.861895,78.97812719,65.00355639,71.2254232,82.27377653,Yes
504,90.68975099,67.06239138,97.80235718,51.50130027,60.39876939,65.19131863,98.88918837,97.16083543,No
505,84.23655863,69.00978094,60.02372578,94.86829329,63.39064618,82.27273441,66.1345931,75.11873423,No
506,58.13084697,69.94113904,55.46321052,81.13152668,92.30503478,97.85514613,89.33311635,78.54703223,No
507,95.54635922,79.00861846,92.69809835,98.66913096,90.85893379,76.59991033,60.01641158,63.54089261,No
508,91.12686215,76.68012734,71.95749083,73.25047588,96.60555282,73.07768401,83.84730678,84.35996444,No
509,97.48999566,80.39525464,92.34844271,92.36939653,94.18061744,84.26757293,96.63772016,71.52847874,Yes
510,86.28597542,88.24416308,94.65451026,53.11970343,87.32702253,97.21794402,71.51736376,66.41236158,No
511,80.6707598,90.64928694,53.12287968,66.7639525,62.09331429,93.47711331,67.42103901,81.78125172,No
512,70.91215181,85.90615381,94.17323815,53.35082689,91.31394472,99.81934443,86.0671918,81.29241054,No
513,96.63642417,97.7761848,72.41595277,98.76715667,93.82043243,60.90274333,88.50405629,63.03486565,Yes
514,93.30319448,50.91162913,75.52162445,90.84869536,91.96328583,64.51432579,87.52122076,87.92861814,No
515,52.26093351,59.78889928,81.32962555,92.62737106,80.33916141,84.37871053,72.7726752,84.95088763,No
516,51.31834872,50.37814375,96.31913034,96.89826157,69.31607355,92.82305757,70.08809609,67.56069131,No
517,68.82316834,82.37373571,50.95580472,54.25517431,93.81319903,71.40977369,98.236752,78.77739449,No
518,90.52766654,94.90152745,73.84217342,69.27987963,89.08651239,69.56844352,96.93198033,88.81291666,No
519,99.36380647,62.17411483,84.38610212,53.55174445,99.23044698,91.47903198,78.2926644,81.17742962,No
520,57.52084456,96.35172724,86.13534788,60.53965508,66.22770391,62.25527415,93.84775465,75.81956305,No
521,79.70653577,53.01336951,84.62662158,61.46828885,69.02658332,74.7753059,78.09293911,72.89353832,Yes
522,69.04454283,96.72180134,56.72175647,73.45536055,68.471926,80.2323689,76.97556072,84.41575467,No
523,98.49571989,67.58113436,64.96977942,63.42810837,91.7015907,82.41394697,66.2705179,97.56434793,No
524,92.10594616,55.07104142,67.93577627,55.04890534,67.47629186,89.14460627,77.05624226,86.86979362,No
525,91.91643524,74.29358796,90.22186038,58.37455445,62.66639319,74.19382894,81.49667754,62.98983615,Yes
526,73.43465799,62.83882839,63.93799362,57.36377818,99.94243226,84.50737379,60.9001731,78.42739894,No
527,70.74097512,64.2436451,60.53524819,98.6538399,60.99268846,83.41501691,77.76452021,95.63296526,Yes
528,63.6703536,65.36449825,97.87240095,87.96462535,93.40976241,81.90464403,91.25424874,63.77849703,Yes
